"","V1","V2"
"1",0.433137415195141,0.859266851646407
"2",-0.589933717158977,0.805340749201823
"3",-0.243305987638979,0.867701698410056
"4",-0.820411397280082,0.513506413699446
"5",0.683795724787563,-0.0645247795449629
"6",0.95308388774435,-0.35638256979024
"7",0.267092941812004,-1
"8",-1,0.139142656176663
"9",0.0847766163503159,1
"10",0.658446697463094,-0.779364882047402
"11",0.510815893092987,-0.449248757615298
"12",0.781952663329587,0.65432556277701
"13",1,0.18032918471053
"14",-0.595075926408997,-0.478357657204765
"15",-0.295539413334212,-0.222380932649181
"16",0.0305051011290862,-0.65694884546634
"17",-0.365070154646268,-0.522850262054632
"18",-0.297380318083692,-0.812706059689195
"19",-0.457667920296272,-0.715693594535774
"20",0.16013663261806,-0.0620114735390104
"21",-0.236671028010508,0.444010531700779
"22",0.189729754155772,0.48217556813251
"23",-0.907719065097679,-0.323986357679097
"24",0.591782324438793,0.33857833506247
"25",-0.573042581641688,0.114003862735548
